inn,year,region,okved,PL_revenue,PL_net_profit,B_assets,B_total_equity,B_shortterm_liab,CF_balance_operating,age,eligible,filed,outlier,B_cash_equivalents,B_longterm_debt,PL_cost_of_sales,PL_profit_from_sales,PL_before_tax,CF_balance
0534031693,2023,dagestan,94.99,,,,,,,20.0,1.0,0.0,0.0,,,,,,
7017164881,2023,tomsk,46.69,0.0,0.0,19064.0,3332.0,15732.0,,17.0,1.0,1.0,0.0,1.0,,0.0,,0.0,
7901550041,2023,jewish ao,47.65,0.0,0.0,10.0,10.0,,,4.0,1.0,1.0,0.0,10.0,,0.0,0.0,0.0,
6676000589,2023,sverdlovsk,33.20,82748.0,9506.0,43446.0,28496.0,12596.0,8002.0,11.0,1.0,1.0,0.0,10607.0,2354.0,-78.0,11437.0,10330.0,8406.0
7702399646,2023,moscow city,46.46,,-2254.0,295.0,-4202.0,1015.0,,7.0,1.0,1.0,0.0,,3482.0,-1002.0,-1002.0,-2254.0,
2130224333,2023,chuvashia,25.61,32740.0,2410.0,10183.0,3999.0,6184.0,,2.0,1.0,1.0,0.0,1564.0,,-14087.0,3052.0,3013.0,
9704212960,2023,moscow city,62.01,,,,,,,0.0,1.0,0.0,0.0,,,,,,
1001250076,2023,karelia,46.90,,,22.0,10.0,12.0,,12.0,1.0,0.0,0.0,22.0,,,,,
7728469866,2023,moscow city,62.01,10275.0,769.0,2092.0,1433.0,0.0,-984.0,4.0,1.0,1.0,0.0,53.0,659.0,,882.0,880.0,-984.0
9719022169,2023,moscow city,72.19,0.0,-4.0,96.0,6.0,,,1.0,1.0,1.0,0.0,60.0,90.0,,0.0,0.0,
6321444224,2023,samara,49.41,427.0,10.0,463.0,463.0,0.0,,5.0,1.0,1.0,0.0,463.0,,-379.0,48.0,36.0,
5029269395,2023,moscow reg.,46.73,35741.0,3683.0,18772.0,3884.0,13708.0,,1.0,1.0,1.0,0.0,850.0,,-31909.0,3832.0,3835.0,
7838483013,2023,sankt-petersburg,86.10,110378.0,37572.0,61986.0,44617.0,14506.0,,11.0,1.0,1.0,0.0,207.0,2863.0,-68938.0,41440.0,41042.0,
7810732100,2023,sankt-petersburg,23.70,943.0,184.0,392.0,177.0,2.0,,5.0,1.0,1.0,0.0,13.0,213.0,-448.0,495.0,189.0,
5919023885,2023,perm,68.32,145.0,-1.0,4548.0,100.0,4448.0,,8.0,1.0,1.0,0.0,0.0,,-145.0,0.0,0.0,
3662306363,2023,voronezh,45.11,,,10.0,10.0,,,0.0,1.0,1.0,0.0,10.0,,,,,
9725113093,2023,moscow city,47.52,13956.0,18.0,2590.0,28.0,2562.0,,0.0,1.0,1.0,0.0,936.0,,-13896.0,60.0,22.0,
2636049936,2023,stavropol,68.31.50,,,,,,,17.0,1.0,0.0,0.0,,,,,,
4318004766,2023,kirov,68.32.10,,,,,,,4.0,1.0,0.0,0.0,,,,,,
1616031167,2023,tatarstan,49.41,7694.0,43.0,2150.0,348.0,1802.0,,5.0,1.0,1.0,0.0,1583.0,,-7606.0,88.0,54.0,
6678117085,2023,sverdlovsk,46.73,38933.0,1908.0,37345.0,2940.0,9191.0,,1.0,1.0,1.0,0.0,176.0,1100.0,-36868.0,2065.0,2011.0,
9111029315,2023,crimea,69.10,593.0,218.0,209.0,198.0,11.0,,1.0,1.0,1.0,0.0,160.0,,-417.0,176.0,230.0,
2464162679,2023,krasnoyarsk,46.69.50,25149.0,517.0,31035.0,517.0,24168.0,,0.0,1.0,1.0,0.0,79.0,6350.0,-24559.0,590.0,646.0,
0916970141,2023,karachaevo-chercessia,85.42.90,,,0.0,0.0,,,9.0,1.0,1.0,0.0,,,,,,
3702226371,2023,ivanovo,32.99.60,,,,,,,4.0,1.0,0.0,0.0,,,,,,
2635244934,2023,stavropol,82.19,2730.0,2579.0,4794.0,4294.0,500.0,,3.0,1.0,1.0,0.0,20.0,,-99.0,2631.0,2618.0,
5501024280,2023,omsk,68.32.10,,,,,,,39.0,1.0,0.0,0.0,,,,,,
6623015736,2023,sverdlovsk,49.40,,,,,,,19.0,1.0,0.0,0.0,,,,,,
2221231715,2023,altai terr.,43.22,,,,,,,6.0,1.0,0.0,0.0,,,,,,
4501221720,2023,kurgan,52.29,2217.0,309.0,3207.0,1424.0,1783.0,,5.0,1.0,1.0,0.0,251.0,,,396.0,368.0,
7751213414,2023,moscow city,47.59,,,,,,,1.0,1.0,0.0,0.0,,,,,,
3811070879,2023,irkutsk,38.12,649192.0,965.0,636419.0,336718.0,108435.0,-2133.0,21.0,1.0,1.0,0.0,4577.0,69444.0,-535913.0,43090.0,5941.0,-5954.0
7810266636,2023,sankt-petersburg,68.20.20,2795.0,81.0,3709.0,3606.0,103.0,174.0,21.0,1.0,1.0,0.0,279.0,,-2647.0,148.0,112.0,174.0
6684039357,2023,sverdlovsk,43.12,663.0,30.0,13536.0,611.0,12407.0,,2.0,1.0,1.0,0.0,48.0,518.0,-616.0,47.0,39.0,
2353017147,2023,krasnodar,46.34.10,154.0,-88.0,62.0,61.0,1.0,,23.0,1.0,1.0,0.0,20.0,,-73.0,-71.0,-88.0,
9307010982,2023,donetsk,85.42.10,3693.0,73.0,551.0,551.0,0.0,,9.0,1.0,1.0,0.0,55.0,,-3620.0,73.0,73.0,
7804679360,2023,sankt-petersburg,69.20,150.0,32.0,333.0,-26.0,359.0,,2.0,1.0,1.0,0.0,0.0,,-108.0,42.0,33.0,
3906385443,2023,kaliningrad,41.20,3210.0,-425.0,5.0,-76.0,56.0,,4.0,1.0,1.0,0.0,5.0,25.0,-3536.0,-326.0,-393.0,
5032132464,2023,moscow reg.,93.29.20,,,,,,,18.0,1.0,0.0,0.0,,,,,,
9102277167,2023,crimea,45.11,20728.0,3091.0,5990.0,4377.0,1613.0,,2.0,1.0,1.0,0.0,550.0,,-16832.0,3896.0,3864.0,
9723072878,2023,moscow city,86.21,628.0,-30.0,161.0,-159.0,6.0,,4.0,1.0,1.0,0.0,26.0,314.0,-685.0,-57.0,-24.0,
7703463407,2023,moscow city,70.22,1229.0,50.0,87.0,-25.0,113.0,,5.0,1.0,1.0,0.0,22.0,,-1061.0,168.0,124.0,
6800007302,2023,tambov,93.19,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,,
7203561332,2023,tyumen,41.20,,-10.0,0.0,0.0,,,0.0,1.0,1.0,0.0,,,,-10.0,-10.0,
5402058377,2023,novosibirsk,43.21,,,,,,,4.0,1.0,0.0,0.0,,,,,,
9702045136,2023,moscow city,52.10,,,,,,,1.0,1.0,0.0,0.0,,,,,,
7725797442,2023,moscow city,62.01,2380.0,-9514.0,519990.0,283733.0,257257.0,,10.0,1.0,1.0,0.0,1954.0,-21000.0,-35.0,-20162.0,-9514.0,0.0
2801258140,2023,amur,41.10,,,,,,,3.0,1.0,0.0,0.0,,,,,,
7736348329,2023,moscow city,46.90,,,,,,,0.0,1.0,0.0,0.0,,,,,,
7801467431,2023,sankt-petersburg,93.20,18370.0,990.0,2445.0,2244.0,201.0,,15.0,1.0,1.0,0.0,1193.0,,-17141.0,1229.0,1174.0,
5504001034,2023,omsk,21.10,15352.0,6551.0,15965.0,15785.0,180.0,,30.0,1.0,1.0,0.0,740.0,,-10097.0,5255.0,6551.0,
7813625097,2023,sankt-petersburg,68.20,374.0,-10469.0,43025.0,40660.0,1995.0,,5.0,1.0,1.0,0.0,25.0,370.0,-477.0,-103.0,-10317.0,
7743413829,2023,moscow city,68.31.22,,,,,,,0.0,1.0,0.0,0.0,,,,,,
2722107074,2023,khabarovsk,45.32,8400.0,4542.0,23572.0,20018.0,3554.0,,12.0,1.0,1.0,0.0,1826.0,,-3731.0,4669.0,4635.0,
7604349608,2023,yaroslavl,43.11,43923.0,836.0,2959.0,1730.0,1229.0,,5.0,1.0,1.0,0.0,355.0,,-42315.0,1608.0,836.0,
5032072286,2023,moscow reg.,25.71,,-340.0,4878.0,-2759.0,7174.0,,22.0,1.0,1.0,0.0,2.0,463.0,-8.0,-8.0,-340.0,
5609201658,2023,orenburg,73.11,,,0.0,,,,0.0,1.0,1.0,0.0,,,,,,
2334025784,2023,krasnodar,35.14,,,5019.0,-291.0,5310.0,,8.0,1.0,1.0,0.0,4.0,,,,,
3444276849,2023,volgograd,46.34.23,,,,,,,2.0,1.0,0.0,0.0,,,,,,
9724152710,2023,moscow city,68.20,7437.0,930.0,525633.0,1190.0,524443.0,-75054.0,0.0,0.0,1.0,0.0,11956.0,,-1425.0,5399.0,1162.0,11956.0
7017181421,2023,tomsk,49.41.10,6052.0,485.0,7123.0,7020.0,103.0,,16.0,1.0,1.0,0.0,503.0,0.0,-3152.0,790.0,735.0,
6671097908,2023,sverdlovsk,28.25,,-29.0,11.0,-24.0,35.0,,4.0,1.0,1.0,0.0,5.0,,-27.0,-27.0,-29.0,
2536325540,2023,primorsky terr.,46.39,331189.0,2449.0,54235.0,5899.0,39883.0,,3.0,1.0,1.0,0.0,514.0,8453.0,-329472.0,1717.0,3062.0,
1655423104,2023,tatarstan,93.29.90,,,0.0,0.0,,-1.0,4.0,1.0,1.0,0.0,0.0,,,,,-1.0
7811380934,2023,sankt-petersburg,46.38,23293.0,3039.0,17780.0,11597.0,6183.0,,16.0,1.0,1.0,0.0,1227.0,,-19948.0,3345.0,3799.0,
9718229724,2023,moscow city,46.90,,,,,,,0.0,1.0,0.0,0.0,,,,,,
2320173849,2023,krasnodar,46.73,,,,,,,14.0,1.0,0.0,0.0,,,,,,
5948033126,2023,perm,68.32,,0.0,5628.0,,864.0,,16.0,1.0,1.0,0.0,4764.0,,,,59.0,
7703422376,2023,moscow city,52.29,,,,,,,6.0,1.0,0.0,0.0,,,,,,
7602140223,2023,yaroslavl,47.76.10,13229.0,-22.0,5888.0,4854.0,1034.0,,6.0,1.0,1.0,0.0,1336.0,,-12002.0,171.0,111.0,
7202125781,2023,tyumen,43.29,122033.0,7312.0,54022.0,45272.0,6644.0,,19.0,1.0,1.0,0.0,24342.0,,-113832.0,8201.0,8537.0,
7841076184,2023,sankt-petersburg,46.73,952505.0,3653.0,212105.0,9244.0,202861.0,,5.0,1.0,1.0,0.0,4347.0,,-949913.0,2592.0,4566.0,
2311229598,2023,krasnodar,56.10.10,,,,,,,6.0,1.0,0.0,0.0,,,,,,
7805777459,2023,sankt-petersburg,68.20,1932.0,201.0,10501.0,-2018.0,106.0,,2.0,1.0,1.0,0.0,41.0,2875.0,-1705.0,227.0,219.0,
1644096494,2023,tatarstan,68.32.10,3162.0,-1075.0,745.0,498.0,247.0,,3.0,1.0,1.0,0.0,31.0,,-3026.0,136.0,-1012.0,
5404065330,2023,novosibirsk,52.29,30921.0,418.0,2924.0,428.0,2496.0,,6.0,1.0,1.0,0.0,301.0,,-30354.0,567.0,522.0,
7727710415,2023,moscow city,46.14.10,,,,,,,13.0,1.0,0.0,0.0,,,,,,
4706071378,2023,leningrad,46.73.60,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,
2457076789,2023,krasnoyarsk,41.20,0.0,0.0,0.0,0.0,0.0,,9.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,
7840512215,2023,sankt-petersburg,61.10,165887.0,5852.0,14152.0,22.0,14130.0,,9.0,1.0,1.0,0.0,1786.0,,-152875.0,13012.0,10855.0,
7610068210,2023,yaroslavl,68.20,,,31.0,1.0,30.0,,17.0,1.0,1.0,0.0,,,,,,
6700005647,2023,smolensk,52.29,,,,,,,0.0,1.0,0.0,0.0,,,,,,
3663153783,2023,voronezh,41.10,,,,,,,2.0,1.0,0.0,0.0,,,,,,
3801000537,2023,irkutsk,41.20,236.0,51.0,928.0,138.0,790.0,,30.0,1.0,1.0,0.0,35.0,,-154.0,82.0,68.0,
2309178378,2023,krasnodar,45.31.10,754233.0,-7569.0,224379.0,19482.0,204897.0,,2.0,1.0,1.0,0.0,1504.0,,-761192.0,-6959.0,-6317.0,
2508119088,2023,primorsky terr.,52.21.24,,,,,,,31.0,1.0,0.0,0.0,,,,,,
7802537956,2023,sankt-petersburg,10.89,1167.0,516.0,7178.0,5342.0,1363.0,,8.0,1.0,1.0,0.0,265.0,473.0,-247.0,456.0,528.0,0.0
2632110890,2023,stavropol,63.99.10,,,31.0,0.0,31.0,,5.0,1.0,1.0,0.0,,,,,,
7801730072,2023,sankt-petersburg,56.10,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,
6679142020,2023,sverdlovsk,56.10,,,,,,,2.0,1.0,0.0,0.0,,,,,,
3328026598,2023,vladimir,64.99,,,0.0,0.0,,,2.0,1.0,1.0,0.0,0.0,,,,,
7704792644,2023,moscow city,82.30,71959.0,-7623.0,27592.0,7746.0,7845.0,,12.0,1.0,1.0,0.0,2202.0,12000.0,-76787.0,-4828.0,-6888.0,
7814617349,2023,sankt-petersburg,73.11,188641.0,2247.0,57522.0,9822.0,47152.0,9878.0,9.0,1.0,1.0,0.0,117.0,548.0,-137962.0,4733.0,2829.0,14946.0
7840048794,2023,sankt-petersburg,41.20,144585.0,2488.0,87379.0,10769.0,73649.0,40189.0,7.0,1.0,1.0,0.0,4339.0,322.0,-154096.0,-18637.0,3069.0,1127.0
7455029711,2023,chelyabinsk,94.12,,,0.0,0.0,,,6.0,1.0,1.0,0.0,,,,,,
5260383964,2023,nizhni novgorod,46.90,,,0.0,0.0,,,9.0,1.0,1.0,0.0,,,,,,
7816598148,2023,sankt-petersburg,41.20,316446.0,599.0,245423.0,6356.0,73056.0,,9.0,1.0,1.0,0.0,7042.0,98724.0,-293898.0,22548.0,749.0,
1700003288,2023,tuva,41.20,7042.0,182.0,176.0,176.0,0.0,,1.0,1.0,1.0,0.0,176.0,,-6470.0,572.0,182.0,
4024001547,2023,kaluga,95.11,8430.0,1265.0,3310.0,2954.0,356.0,,21.0,1.0,1.0,0.0,135.0,,-6912.0,1518.0,1518.0,
7726288688,2023,moscow city,28.29,190637.0,33152.0,294781.0,141283.0,150311.0,-85527.0,8.0,1.0,1.0,0.0,9731.0,,-85981.0,22129.0,41454.0,8273.0
1001149541,2023,karelia,,,,,,,,20.0,1.0,0.0,0.0,,,,,,
9704120580,2023,moscow city,43.39,,,,,,,1.0,1.0,0.0,0.0,,,,,,
7701412566,2023,moscow city,52.29,,,,,,,9.0,1.0,0.0,0.0,,,,,,
7727211350,2023,moscow city,86.23,46371.0,-736.0,10696.0,8863.0,1833.0,,8.0,1.0,1.0,0.0,1252.0,,-45784.0,587.0,-272.0,
7840102794,2023,sankt-petersburg,56.10,2644.0,427.0,10008.0,437.0,1384.0,,1.0,1.0,1.0,0.0,613.0,8187.0,-2128.0,516.0,457.0,
2501019430,2023,primorsky terr.,01.13,,,0.0,,,,5.0,1.0,1.0,0.0,,,,,,
5404088120,2023,novosibirsk,33.14,,,,,,,4.0,1.0,0.0,0.0,,,,,,
7704282259,2023,moscow city,64.99,120.0,0.0,286.0,228.0,58.0,145.0,9.0,1.0,1.0,0.0,184.0,,-120.0,0.0,0.0,145.0
9731084700,2023,moscow city,47.91,0.0,-543.0,10281.0,1463.0,8818.0,,2.0,1.0,1.0,0.0,609.0,0.0,-407.0,-407.0,-427.0,
3527007247,2023,vologda,16.21.10,,,,,,,23.0,1.0,0.0,0.0,,,,,,
2508088351,2023,primorsky terr.,94.99,,,6.0,6.0,,,14.0,1.0,1.0,0.0,6.0,,,,,
7604377309,2023,yaroslavl,47.25.10,132591.0,9466.0,39556.0,14926.0,24630.0,,2.0,1.0,1.0,0.0,4849.0,,-117892.0,14699.0,11720.0,
1400016938,2023,yakutia,41.20,1220.0,72.0,82.0,82.0,,,1.0,1.0,1.0,0.0,72.0,,-1136.0,84.0,84.0,
7841324704,2023,sankt-petersburg,41.20,323.0,86.0,213.0,-1536.0,1749.0,,18.0,1.0,1.0,0.0,85.0,,-124.0,199.0,173.0,
8602199902,2023,khanty-mansijsk,43.30,0.0,0.0,0.0,0.0,0.0,,10.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,
7020036752,2023,tomsk,43.21,731.0,238.0,3927.0,3912.0,15.0,,24.0,1.0,1.0,0.0,52.0,,-161.0,299.0,282.0,
5257211450,2023,nizhni novgorod,43.21,,,,,,,1.0,1.0,0.0,0.0,,,,,,
7733151500,2023,moscow city,68.20.20,1390.0,25533.0,74096.0,38795.0,31930.0,,21.0,1.0,1.0,0.0,282.0,3371.0,-1304.0,86.0,25894.0,
1650134645,2023,tatarstan,46.40,1706.0,10.0,966.0,349.0,617.0,,18.0,1.0,1.0,0.0,82.0,,-1100.0,105.0,13.0,
3023023881,2023,astrakhan,31.09,,,,,,,3.0,1.0,0.0,0.0,,,,,,
2801214551,2023,amur,45.10,,0.0,0.0,0.0,0.0,,8.0,1.0,1.0,0.0,,,,,,
7722121624,2023,moscow city,68.20.20,10649.0,-1053.0,14808.0,-2171.0,16553.0,,26.0,1.0,1.0,0.0,1124.0,426.0,-12362.0,-1713.0,-462.0,
5473000616,2023,novosibirsk,32.30,,,,,,,2.0,1.0,0.0,0.0,,,,,,
6503013864,2023,sakhalin,41.20,,,0.0,0.0,0.0,,11.0,1.0,1.0,0.0,0.0,,,,,
7813269868,2023,sevastopol,91.02,,,0.0,,,,6.0,1.0,1.0,0.0,,,,,,
6312203977,2023,samara,01.13,,,,,,,3.0,1.0,0.0,0.0,,,,,,
3306018402,2023,vladimir,46.72.22,,,0.0,0.0,,,7.0,1.0,1.0,0.0,,,,,,0.0
1828005049,2023,udmurtia,52.21.24,,,295.0,65.0,230.0,,44.0,1.0,1.0,0.0,228.0,,,,,0.0
6317140128,2023,samara,22.29,,,,,,,4.0,1.0,0.0,0.0,,,,,,
4100040935,2023,kamchatka,93.29,,,,,,,2.0,1.0,0.0,0.0,,,,,,
9705212723,2023,moscow city,56.10,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,
6679085608,2023,sverdlovsk,46.69,2573.0,35.0,231.0,137.0,94.0,0.0,7.0,1.0,1.0,0.0,59.0,0.0,-2508.0,44.0,44.0,0.0
1639061111,2023,tatarstan,45.31,366693.0,2874.0,30313.0,4718.0,25300.0,,2.0,1.0,1.0,0.0,232.0,,-356230.0,3334.0,3610.0,
2305030532,2023,krasnodar,20.42,2157.0,203.0,5881.0,-114.0,95.0,,6.0,1.0,1.0,0.0,460.0,5901.0,-1842.0,315.0,301.0,
3664094001,2023,voronezh,68.20.20,1220.0,1009.0,8658.0,8658.0,,,15.0,1.0,1.0,0.0,1890.0,,-196.0,1024.0,1086.0,
6155091611,2023,rostov,46.44,65061.0,552.0,6904.0,824.0,3694.0,-146.0,1.0,1.0,1.0,0.0,699.0,,-62386.0,989.0,771.0,-146.0
3663158559,2023,voronezh,47.30.12,,-27.0,4.0,-36.0,,,1.0,1.0,1.0,0.0,4.0,40.0,,,-27.0,
1001265587,2023,karelia,08.11,,,,,,,11.0,1.0,0.0,0.0,,,,,,
7438029920,2023,chelyabinsk,68.32.10,0.0,0.0,10.0,10.0,0.0,,12.0,1.0,1.0,0.0,,,0.0,0.0,0.0,
6637000610,2023,sverdlovsk,47.21,,,,,,,30.0,1.0,0.0,0.0,,,,,,
7720410236,2023,moscow city,46.63,,,347.0,20.0,327.0,,6.0,1.0,1.0,0.0,20.0,,,,,
2537120521,2023,primorsky terr.,52.29,,,,,,,8.0,1.0,0.0,0.0,,,,,,
7802933572,2023,sankt-petersburg,80.10,4554.0,-6120.0,1650.0,-6020.0,7670.0,,1.0,1.0,1.0,0.0,83.0,,-10604.0,-6050.0,-6120.0,
7734417150,2023,moscow city,68.31,,,,,,,5.0,1.0,0.0,0.0,,,,,,
9709092914,2023,moscow city,47.91,,,,,,,0.0,1.0,0.0,0.0,,,,,,
5009116672,2023,moscow reg.,80.10,31683.0,2296.0,2896.0,2896.0,0.0,,5.0,1.0,1.0,0.0,252.0,,-28079.0,3604.0,3544.0,
6679148801,2023,sverdlovsk,41.20,,-48.0,2.0,-38.0,40.0,,1.0,1.0,1.0,0.0,1.0,,-32.0,-32.0,-48.0,
9729363898,2023,moscow city,49.41,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,
5260484426,2023,nizhni novgorod,43.29,,,,,,,1.0,1.0,0.0,0.0,,,,,,
6311191736,2023,samara,49.41.30,,0.0,1384.0,32.0,1352.0,,2.0,1.0,1.0,0.0,0.0,,,,,
6000002070,2023,pskov,25.62,,,,,,,0.0,1.0,0.0,0.0,,,,,,
0278980803,2023,bashkortostan,55.10,,0.0,10.0,10.0,,,0.0,0.0,0.0,0.0,10.0,,,,,
6022004320,2023,pskov,94.99,,,,,,,24.0,1.0,0.0,0.0,,,,,,
7727214569,2023,moscow city,58.19,37.0,-217.0,2539.0,350.0,1.0,,21.0,1.0,1.0,0.0,1.0,2188.0,-47.0,-10.0,-216.0,
2130233426,2023,chuvashia,46.46,4030.0,96.0,1635.0,213.0,1423.0,,1.0,1.0,1.0,0.0,607.0,,-3810.0,220.0,186.0,
1835055516,2023,udmurtia,58.11,,,20.0,20.0,,,20.0,1.0,1.0,0.0,0.0,,,,,
7721778551,2023,moscow city,68.20,,,,,,,11.0,1.0,0.0,0.0,,,,,,
5032233350,2023,moscow reg.,47.99,,0.0,24066.0,876.0,22620.0,,7.0,1.0,1.0,0.0,-8411.0,,,,0.0,
9717139637,2023,moscow city,49.41,759.0,179.0,372.0,190.0,182.0,,0.0,1.0,1.0,0.0,107.0,,-525.0,234.0,224.0,
0277960843,2023,bashkortostan,93.29,4957.0,2158.0,2351.0,2168.0,183.0,,1.0,1.0,1.0,0.0,1003.0,0.0,-2405.0,2552.0,2455.0,
7726058589,2023,moscow city,46.90,49840.0,-1339.0,26180.0,2462.0,14377.0,,21.0,1.0,1.0,0.0,4838.0,5750.0,-19940.0,-947.0,-1333.0,
5700002115,2023,oryol,25.62,259.0,36.0,58.0,46.0,12.0,,0.0,1.0,1.0,0.0,50.0,,-204.0,55.0,50.0,
5047266044,2023,moscow reg.,47.91,36.0,16.0,231.0,48.0,183.0,,1.0,1.0,1.0,0.0,0.0,,-12.0,24.0,20.0,
7811484997,2023,sankt-petersburg,69,819.0,196.0,1862.0,1789.0,73.0,,12.0,1.0,1.0,0.0,148.0,,-637.0,182.0,211.0,
9704006848,2023,moscow city,93.11,,,0.0,,,,4.0,1.0,1.0,0.0,,,,,,0.0
7813235900,2023,sankt-petersburg,55.20,,,,,,,8.0,1.0,0.0,0.0,,,,,,
2352056190,2023,krasnodar,43.21,,,0.0,,,,4.0,1.0,1.0,0.0,,,,,,
2463250040,2023,krasnoyarsk,43.22,,,,,,,10.0,1.0,0.0,0.0,,,,,,
7229006975,2023,tyumen,94.99,0.0,0.0,2.0,2.0,0.0,0.0,24.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
6682013498,2023,sverdlovsk,69.20,,,,,,,6.0,1.0,0.0,0.0,,,,,,
1831201646,2023,udmurtia,45.32,,,,,,,2.0,1.0,0.0,0.0,,,,,,
3518007145,2023,vologda,68.20,2731.0,654.0,18841.0,18819.0,22.0,1070.0,6.0,1.0,1.0,0.0,7088.0,,-1764.0,549.0,744.0,1329.0
7453207630,2023,chelyabinsk,46.73,13688.0,246.0,6857.0,161.0,6633.0,,14.0,1.0,1.0,0.0,40.0,63.0,-12272.0,324.0,307.0,
7743321649,2023,moscow city,43.22,14373.0,139.0,133542.0,2335.0,131206.0,8790.0,4.0,1.0,1.0,0.0,599.0,,-12538.0,-3244.0,174.0,90.0
6166014129,2023,rostov,71.12.20,2132.0,1307.0,1153732.0,456045.0,23090.0,-409945.0,25.0,1.0,1.0,0.0,19164.0,295385.0,-2481.0,-349.0,1453.0,-99560.0
1650337540,2023,tatarstan,29.32,,,,,,,7.0,1.0,0.0,0.0,,,,,,
7733545738,2023,moscow city,68.31,,,,,,,18.0,1.0,0.0,0.0,,,,,,
6167202333,2023,rostov,42.99,,,,,,,2.0,1.0,0.0,0.0,,,,,,
6722034352,2023,smolensk,47.52.79,,,,,,,4.0,1.0,0.0,0.0,,,,,,
8610030346,2023,khanty-mansijsk,49.41,,,,,,,3.0,1.0,0.0,0.0,,,,,,
4345467192,2023,kirov,49.41,,,,,,,6.0,1.0,0.0,0.0,,,,,,
2369007592,2023,krasnodar,46.75.10,28662.0,2449.0,11974.0,3504.0,8470.0,,3.0,1.0,1.0,0.0,232.0,,-25643.0,3019.0,3067.0,
5401378769,2023,novosibirsk,41.20,10516.0,8.0,70696.0,16219.0,54477.0,,9.0,1.0,1.0,0.0,4666.0,,-10405.0,111.0,105.0,
7731405510,2023,moscow city,56.10,36480.0,2541.0,3443.0,2793.0,650.0,,12.0,1.0,1.0,0.0,1761.0,,-33593.0,2887.0,2887.0,
5432211833,2023,novosibirsk,47.11,0.0,0.0,692.0,692.0,0.0,0.0,17.0,1.0,1.0,0.0,0.0,,0.0,,0.0,0.0
2013009396,2023,chechnya,41.20,,,,,,,3.0,1.0,0.0,0.0,,,,,,
6165232861,2023,rostov,86.21,5394.0,453.0,1552.0,260.0,606.0,,1.0,1.0,1.0,0.0,46.0,686.0,-4472.0,922.0,592.0,
7720523014,2023,adygeya,11.02,1930731.0,26920.0,852465.0,-418101.0,1270446.0,42129.0,18.0,1.0,1.0,0.0,96.0,,-1860533.0,43391.0,33992.0,-1750.0
4345293852,2023,kirov,46.40,276164.0,2120.0,46077.0,4575.0,41502.0,,13.0,1.0,1.0,0.0,1754.0,0.0,-271904.0,4260.0,2650.0,
7735185880,2023,moscow city,69.10,315.0,68.0,215.0,102.0,113.0,,4.0,1.0,1.0,0.0,1.0,,-224.0,91.0,91.0,
4345089279,2023,kirov,47.19,,,3812.0,3679.0,,,19.0,1.0,1.0,0.0,,133.0,,,,
7811200109,2023,sankt-petersburg,38.32.30,133474.0,6247.0,40905.0,32211.0,8694.0,,8.0,1.0,1.0,0.0,3295.0,,-125089.0,8385.0,7842.0,
1215153680,2023,marij el,74.30,251.0,-375.0,1778.0,1778.0,0.0,,12.0,1.0,1.0,0.0,78.0,0.0,-623.0,-372.0,-372.0,
5409010494,2023,novosibirsk,71.20,,,,,,,4.0,1.0,0.0,0.0,,,,,,
7203248218,2023,tyumen,45.20,154249.0,-57626.0,434856.0,-171357.0,71213.0,-16446.0,13.0,1.0,1.0,0.0,11028.0,535000.0,-57105.0,61472.0,-59705.0,-5125.0
2536163650,2023,primorsky terr.,03.11,0.0,-17.0,2250.0,-1731.0,0.0,,18.0,1.0,1.0,0.0,112.0,3981.0,0.0,,-17.0,
6319244267,2023,samara,43.22,15219.0,8737.0,14361.0,9982.0,3229.0,,4.0,1.0,1.0,0.0,6519.0,1150.0,-5831.0,9388.0,9282.0,
6453079313,2023,saratov,43.91,,,326.0,-210.0,480.0,,18.0,1.0,1.0,0.0,,56.0,,,,
2465343269,2023,krasnoyarsk,46.71,8454.0,499.0,4333.0,509.0,3824.0,,2.0,1.0,1.0,0.0,33.0,,-7935.0,519.0,499.0,
3460058380,2023,volgograd,43.21,,-36.0,10.0,10.0,0.0,,8.0,1.0,1.0,0.0,10.0,,-36.0,-36.0,-36.0,
9715441190,2023,moscow city,52.24,,,,,,,0.0,1.0,0.0,0.0,,,,,,
7743790432,2023,moscow city,47.11,,,,,,,13.0,1.0,0.0,0.0,,,,,,
7814794450,2023,sankt-petersburg,49.41,102.0,12.0,60.0,60.0,,,2.0,1.0,1.0,0.0,60.0,,-90.0,12.0,12.0,
2511021420,2023,primorsky terr.,52.21.24,,,0.0,,,,35.0,1.0,1.0,0.0,,,,,,
9103000231,2023,crimea,43.32,,,,,,,9.0,1.0,0.0,0.0,,,,,,
2502068503,2023,primorsky terr.,71.20,4116.0,3869.0,0.0,0.0,,,1.0,1.0,1.0,0.0,0.0,,,4116.0,4116.0,0.0
5506042533,2023,omsk,46.90,,,0.0,0.0,,,22.0,1.0,1.0,0.0,,,,,,
